date,home,away,home_fin,away_fin,W,L,div_W,div_L,spread,status,OU,money
2018-04-10,WAS,BOS,113,101,43,38,8,7,-7.5,Ov,204,-325
2018-04-11,BOS,BKN,110,97,55,27,12,4,4.5,Ov,205,165
2018-04-11,CHI,DET,87,119,27,55,4,12,5,Un,213,173
2018-04-11,CLE,NYK,98,110,50,32,11,5,-8.5,Un,213,-345
2018-04-11,LAC,LAL,100,115,42,40,12,4,-2.5,Ov,214,-130
2018-04-11,MIA,TOR,116,109,44,38,11,5,-2.5,Ov,201,-137
2018-04-11,MIN,DEN,112,106,47,35,10,6,-3.5,Ov,216,-165
2018-04-11,NOR,SAS,122,98,48,34,9,7,-3.5,Ov,211,-156
2018-04-11,OKC,MEM,137,123,48,34,5,11,-16.5,Ov,212,-3500
2018-04-11,ORL,WAS,101,92,25,57,5,11,6,Un,205,229
2018-04-11,PHI,MIL,130,95,52,30,9,7,-6,Ov,221,-260
2018-04-11,POR,UTA,102,93,49,33,9,7,-2,Un,202,-129
2018-04-11,SAC,HOU,96,83,27,55,5,11,-2,Un,200,-130
2018-04-14,GSW,SAS,113,92,59,24,13,3,-8,Pu,205,-396
2018-04-14,PHI,MIA,130,103,53,30,9,7,-5.5,Ov,214,-234
2018-04-14,POR,NOR,95,97,49,34,9,7,-5.5,Un,216,-228
2018-04-14,TOR,WAS,114,106,60,23,12,4,-7.5,Ov,214,-373
2018-04-15,BOS,MIL,113,107,56,27,12,4,-4,Ov,200,-169
2018-04-15,CLE,IND,80,98,50,33,11,6,-7.5,Un,212,-370
2018-04-15,HOU,MIN,104,101,66,17,12,4,-11.5,Un,215,-962
2018-04-15,OKC,UTA,116,108,49,34,6,11,-4,Ov,205,-179
2018-04-16,GSW,SAS,116,101,60,24,13,3,-8.5,Ov,205,-555
2018-04-16,PHI,MIA,103,113,53,31,9,7,-6.5,Un,217,-280
2018-04-17,BOS,MIL,120,106,57,27,12,4,-1,Ov,199,-111
2018-04-17,POR,NOR,102,111,49,35,9,7,-6.5,Un,215,-275
2018-04-17,TOR,WAS,130,119,61,23,12,4,-7,Ov,213,-294
2018-04-18,CLE,IND,100,97,51,33,12,6,-8,Un,212,-404
2018-04-18,HOU,MIN,102,82,67,17,12,4,-10.5,Un,216,-774
2018-04-18,OKC,UTA,95,102,49,35,6,12,-3.5,Un,208,-163
2018-04-19,MIA,PHI,108,128,45,40,11,5,2.5,Ov,213,129
2018-04-19,NOR,POR,119,102,51,34,9,7,-3.5,Ov,215,-155
2018-04-19,SAS,GSW,97,110,47,38,9,7,3.5,Ov,205,140
2018-04-20,IND,CLE,92,90,50,35,12,7,-1.5,Un,209,-123
2018-04-20,MIL,BOS,116,92,45,40,6,10,-5,Ov,206,-219
2018-04-20,WAS,TOR,122,103,44,41,8,8,-1,Ov,217,-106
2018-04-21,MIA,PHI,102,106,45,41,11,5,3.5,Un,212,155
2018-04-21,MIN,HOU,121,105,48,37,10,6,6,Ov,217,209
2018-04-21,NOR,POR,131,123,52,34,9,7,-6.5,Ov,217,-270
2018-04-21,UTA,OKC,115,102,50,35,9,10,-5,Ov,209,-212
2018-04-22,IND,CLE,100,104,50,36,12,8,1.5,Un,206,111
2018-04-22,MIL,BOS,104,102,46,40,6,10,-5.5,Ov,204,-231
2018-04-22,SAS,GSW,103,90,48,38,9,7,5.5,Un,206,235
2018-04-22,WAS,TOR,106,98,45,41,8,8,1.5,Un,217,104
2018-04-23,MIN,HOU,100,119,48,38,10,6,5.5,Ov,217,218
2018-04-23,UTA,OKC,113,96,51,35,10,10,-5,Ov,208,-188
2018-04-24,BOS,MIL,92,87,58,29,12,4,-4.5,Un,202,-192
2018-04-24,GSW,SAS,99,91,62,25,13,3,-11,Un,204,-772
2018-04-24,PHI,MIA,104,91,56,31,9,7,-10,Un,215,-550
2018-04-25,CLE,IND,98,95,53,34,14,7,-6.5,Un,205,-285
2018-04-25,HOU,MIN,122,104,69,18,12,4,-12.5,Ov,217,-1100
2018-04-25,OKC,UTA,107,99,50,37,7,14,-2.5,Un,207,-140
2018-04-25,TOR,WAS,108,98,62,25,12,4,-7,Un,215,-290
2018-04-26,MIL,BOS,97,86,47,41,6,10,-4.5,Un,201,-188
2018-04-27,IND,CLE,121,87,51,37,13,9,-1.5,Ov,202,-126
2018-04-27,UTA,OKC,96,91,52,36,11,11,-7,Un,207,-270
2018-04-27,WAS,TOR,92,102,45,43,8,8,2,Un,214,116
2018-04-28,BOS,MIL,112,96,59,30,12,4,-5,Ov,196,-200
2018-04-28,GSW,NOR,123,101,63,25,13,3,-7.5,Ov,223,-314
2018-04-29,CLE,IND,105,101,54,35,15,8,-5.5,Ov,200,-227
2018-04-29,HOU,UTA,110,96,70,18,12,4,-11.5,Un,206,-863
2018-04-30,BOS,PHI,117,101,60,30,13,4,4.5,Ov,205,180
2018-05-01,GSW,NOR,121,116,64,25,13,3,-11,Ov,229,-703
2018-05-01,TOR,CLE,112,113,63,26,12,4,-7,Ov,213,-278
2018-05-02,HOU,UTA,108,116,70,19,12,4,-10.5,Ov,205,-824
2018-05-03,BOS,PHI,108,103,61,30,14,4,3.5,Ov,206,147
2018-05-03,TOR,CLE,110,128,63,27,12,4,-7,Ov,213,-303
2018-05-04,NOR,GSW,119,100,53,36,9,7,4.5,Un,233,190
2018-05-04,UTA,HOU,92,113,53,38,11,11,4.5,Un,209,175
2018-05-05,CLE,TOR,105,103,57,35,15,8,-4.5,Un,214,-190
2018-05-05,PHI,BOS,98,101,56,34,9,10,-9,Un,206,-470
2018-05-06,NOR,GSW,92,118,53,37,9,7,6,Un,231,221
2018-05-06,UTA,HOU,87,100,53,39,11,11,6,Un,210,222
2018-05-07,CLE,TOR,128,93,58,35,15,8,-5,Ov,213,-194
2018-05-07,PHI,BOS,103,92,57,34,10,10,-7,Un,206,-321
2018-05-08,GSW,NOR,113,104,66,26,13,3,-12,Un,229,-888
2018-05-08,HOU,UTA,112,102,73,19,12,4,-11.5,Ov,207,-864
2018-05-09,BOS,PHI,114,112,63,31,16,5,-1.5,Ov,204,-113
2018-05-13,BOS,CLE,108,83,64,31,16,5,1,Un,204,-102
2018-05-14,HOU,GSW,106,119,73,20,12,4,-2.5,Un,225,-133
2018-05-15,BOS,CLE,107,94,65,31,16,5,-1,Un,205,-105
2018-05-16,HOU,GSW,127,105,74,20,12,4,-2,Ov,225,-124
2018-05-19,CLE,BOS,116,86,59,37,15,8,-6.5,Un,207,-290
2018-05-20,GSW,HOU,126,85,68,27,13,3,-7.5,Un,226,-326
2018-05-21,CLE,BOS,111,102,60,37,15,8,-7,Ov,204,-315
2018-05-22,GSW,HOU,92,95,68,28,13,3,-7.5,Un,226,-380
2018-05-23,BOS,CLE,96,83,66,33,16,5,-1.5,Un,205,-120
2018-05-24,HOU,GSW,98,94,76,21,12,4,-1,Un,219,-102
2018-05-25,CLE,BOS,109,99,61,38,15,8,-6.5,Ov,201,-315
2018-05-26,GSW,HOU,115,86,69,29,13,3,-12.5,Un,214,-933
2018-05-27,BOS,CLE,79,87,66,35,16,5,-2.5,Un,196,-143
2018-05-28,HOU,GSW,92,101,76,23,12,4,5.5,Un,208,239
2018-05-31,GSW,CLE,124,114,71,29,13,3,-12.5,Ov,217,-777
2018-06-03,GSW,CLE,122,103,72,29,13,3,-11.5,Ov,216,-535
2018-06-06,CLE,GSW,102,110,62,41,15,8,3.5,Un,215,131
2018-06-08,CLE,GSW,85,108,62,42,15,8,4,Un,216,144
